호선명,지하철역,role,lat,lng
신림선,보라매병원,other,37.49297000000001,126.923812
신림선,샛강,other,37.51735744393207,126.92888100039397
신림선,서울대벤처타운,other,37.472059,126.933892
신림선,서울지방병무청,other,37.505772,126.922594
신림선,서원,other,37.478229,126.933146
신림선,신림,mixed,37.484319928878065,126.92975985018225
안산선,고잔,other,37.3168267,126.8230369
안산선,대야미,other,37.328304,126.91716
안산선,반월,other,37.312244,126.903684
안산선,산본,other,37.358028,126.932983
안산선,상록수,other,37.550263,126.9970831
안산선,수리산,other,37.550263,126.9970831
안산선,신길온천,other,37.337488,126.767306
안산선,안산,other,37.56521290000001,126.9773517
안산선,오이도,other,37.56521290000001,126.9773517
안산선,정왕,other,37.351816,126.742844
안산선,중앙,other,37.550263,126.9970831
안산선,초지,other,37.32058300000001,126.806151
안산선,한대앞,other,37.309685,126.853656
우이신설선,4.19민주묘지,other,37.649580712891975,127.01369668483262
우이신설선,가오리,other,37.641530460009065,127.01676008274266
우이신설선,보문,other,37.58510930994358,127.01931231375174
우이신설선,북한산보국문,other,37.612235900560634,127.00817593598475
우이신설선,북한산우이,other,37.6630423334514,127.01264580861351
우이신설선,삼양,other,37.626715649863726,127.01823299449664
우이신설선,삼양사거리,other,37.62127755207087,127.02063512227141
우이신설선,성신여대입구(돈암),other,37.592481949520426,127.01655028030102
우이신설선,솔밭공원,other,37.65595862201303,127.01328810457659
우이신설선,솔샘,other,37.62020426331758,127.0133870440046
우이신설선,신설동,other,37.57568330311578,127.02449537109462
우이신설선,정릉,other,37.602854160004746,127.0134115964473
우이신설선,화계,other,37.633994193199044,127.01750110555136
일산선,대곡,other,37.631957,126.8102965
일산선,대화,other,37.6758831,126.7477558
일산선,마두,other,37.652185,126.777641
일산선,백석,other,37.550263,126.9970831
일산선,삼송,other,37.653096,126.895559
일산선,원당,other,37.65326,126.842985
일산선,원흥,other,37.5347978,126.90265
일산선,정발산,other,37.6596496,126.7732889
일산선,주엽,other,37.670186,126.7611005
일산선,지축,other,37.64811400000001,126.913746
일산선,화정,other,37.634643,126.832633
장항선,배방,other,37.550263,126.9970831
장항선,봉명,other,37.550263,126.9970831
장항선,신창(순천향대),other,37.56521290000001,126.9773517
장항선,쌍용(나사렛대),other,37.550263,126.9970831
장항선,아산,other,37.56521290000001,126.9773517
장항선,온양온천,other,37.56521290000001,126.9773517
장항선,탕정,other,37.550263,126.9970831
중앙선,구리,other,37.6033064,127.1432928
중앙선,국수,other,37.550263,126.9970831
중앙선,덕소,other,37.587199,127.208547
중앙선,도농,other,37.608763,127.161123
중앙선,도심,other,37.550263,126.9970831
중앙선,망우,other,37.59978956125915,127.09210209428791
중앙선,상봉,other,37.5964077,127.0858246
중앙선,신원,other,37.550263,126.9970831
중앙선,아신,other,37.513555,127.443113
중앙선,양수,other,37.550263,126.9970831
중앙선,양원,other,37.60660738513951,127.1079427312282
중앙선,양정,other,37.604269,127.194602
중앙선,양평,other,37.525606,126.886191
중앙선,오빈,other,37.506129,127.473804
중앙선,용문,other,37.5376512,126.9596927
중앙선,운길산,other,37.550263,126.9970831
중앙선,원덕,other,37.550263,126.9970831
중앙선,중랑,other,37.594904,127.075833
중앙선,지평,other,37.476818,127.628907
중앙선,팔당,other,37.547376,127.243813
중앙선,회기,other,37.58974156945736,127.05792751143423
